    0.00500000     0.00008183    -0.00000061     0.00001517
    0.01000000     0.00015045     0.00000384     0.00000895
    0.01500000     0.00021391    -0.00000862    -0.00000440
    0.02000000     0.00027429    -0.00000947     0.00001077
    0.03000000     0.00037040    -0.00000656    -0.00001110
    0.05000000     0.00051928    -0.00000886     0.00000794
    0.08000000     0.00066012    -0.00000255    -0.00001042
    0.13000000     0.00079704    -0.00000474     0.00001033
    0.20000000     0.00090502    -0.00000239    -0.00003146
    0.32000000     0.00102337    -0.00000235    -0.00001409
    0.50000000     0.00115197    -0.00000337    -0.00001314
