    0.00500000     0.00006233    -0.00000004    -0.00001406
    0.01000000     0.00013979    -0.00001038    -0.00005259
    0.01500000     0.00020254    -0.00001098     0.00000618
    0.02000000     0.00025729    -0.00001428    -0.00001737
    0.03000000     0.00038135     0.00000736     0.00000992
    0.05000000     0.00058056     0.00001049    -0.00002074
    0.08000000     0.00079134    -0.00001028    -0.00002844
    0.13000000     0.00098474    -0.00000802     0.00000790
    0.20000000     0.00114945    -0.00000570    -0.00003033
    0.32000000     0.00131264    -0.00000559    -0.00005941
    0.50000000     0.00148585    -0.00001009    -0.00003585
